id	dob	Sex	penAge	maritalSatatus	dobParnter	sexPartner	Lop	Lpp	LppIngegaan	Wzp	WzpIngegaan	Top	topStart	topEnd
334	18432	M	65	M	17641	F	19932	13952.4		2790.48		4983	62	65
335	1352	M	65	M	560	F	18269	12788.3		2557.66		4567.25	62	65
336	8840	M	65	M	8050	F	15876	11113.2		2222.64		3969	62	65
337	13107	F	65	M	13899	M	2345	1641.5		328.3		586.25	62	65
338	28009	F	65	U		M	16492	11544.4		2308.88		4123	62	65
339	22896	F	65	U		M	17483	12238.1		2447.62		4370.75	62	65
340	31375	M	65	U		F	19403	13582.1		2716.42		4850.75	62	65
341	34893	F	65	U		M	13646	9552.2		1910.44		3411.5	62	65
342	18138	M	65	M	17346	F	5104	3572.8		714.56		1276	62	65
343	18006	M	65	M	17216	F	3678	2574.6		514.92		919.5	62	65
344	18674	F	65	M	19464	M	3450	2415		483		862.5	62	65
345	29704	F	65	U		M	1934	1353.8		270.76		483.5	62	65
346	2765	M	65	M	1974	F	9732	6812.4		1362.48		2433	62	65
347	10356	M	65	M	9564	F	11464	8024.8		1604.96		2866	62	65
348	21173	F	65	U		M	6330	4431		886.2		1582.5	62	65
349	20205	F	65	U		M	7272	5090.4		1018.08		1818	62	65
350	19307	F	65	M	20098	M	24102	16871.4		3374.28		6025.5	62	65
351	31907	M	65	U		F	21540	15078		3015.6		5385	62	65
352	21537	F	65	U		M	24214	16949.8		3389.96		6053.5	62	65
353	7228	M	65	M	6437	F	23685	16579.5		3315.9		5921.25	62	65
354	18669	M	65	M	17877	F	22164	15514.8		3102.96		5541	62	65
355	22613	F	65	U		M	3690	2583		516.6		922.5	62	65
356	20113	M	65	U		F	14283	9998.1		1999.62		3570.75	62	65
357	19869	M	65	U		F	14241	9968.7		1993.74		3560.25	62	65
358	2701	M	65	M	1910	F	13115	9180.5		1836.1		3278.75	62	65
359	25004	F	65	U		M	3681	2576.7		515.34		920.25	62	65
360	12920	M	65	M	12129	F	9150	6405		1281		2287.5	62	65
361	31569	F	65	U		M	2402	1681.4		336.28		600.5	62	65
362	27133	M	65	U		F	3784	2648.8		529.76		946	62	65
363	21571	F	65	U		M	17210	12047		2409.4		4302.5	62	65
364	25285	M	65	U		F	7850	5495		1099		1962.5	62	65
365	22399	F	65	U		M	22684	15878.8		3175.76		5671	62	65
366	4071	M	65	M	3279	F	18906	13234.2		2646.84		4726.5	62	65
367	27992	M	65	U		F	11747	8222.9		1644.58		2936.75	62	65
368	8071	F	65	M	8861	M	16107	11274.9		2254.98		4026.75	62	65
369	19761	M	65	U		F	12602	8821.4		1764.28		3150.5	62	65
370	4602	M	65	M	3810	F	10293	7205.1		1441.02		2573.25	62	65
371	17278	F	65	M	18070	M	5477	3833.9		766.78		1369.25	62	65
372	32542	M	65	U		F	17317	12121.9		2424.38		4329.25	62	65
373	32643	M	65	U		F	3140	2198		439.6		785	62	65
374	25389	M	65	U		F	20525	14367.5		2873.5		5131.25	62	65
375	5141	F	65	M	5931	M	18814	13169.8		2633.96		4703.5	62	65
376	15707	M	65	M	14916	F	1616	1131.2		226.24		404	62	65
377	3009	M	65	M	2219	F	17698	12388.6		2477.72		4424.5	62	65
378	11464	M	65	M	10673	F	23145	16201.5		3240.3		5786.25	62	65
379	2529	M	65	M	1738	F	23012	16108.4		3221.68		5753	62	65
380	34936	F	65	U		M	12800	8960		1792		3200	62	65
381	19645	M	65	M	18853	F	17062	11943.4		2388.68		4265.5	62	65
382	17216	M	65	M	16424	F	12449	8714.3		1742.86		3112.25	62	65
383	28621	F	65	U		M	24891	17423.7		3484.74		6222.75	62	65
384	32374	M	65	U		F	13415	9390.5		1878.1		3353.75	62	65
385	25615	F	65	U		M	708	495.6		99.12		177	62	65
386	11816	F	65	M	12607	M	24906	17434.2		3486.84		6226.5	62	65
387	4421	M	65	M	3629	F	19614	13729.8		2745.96		4903.5	62	65
388	3213	F	65	M	4004	M	4328	3029.6		605.92		1082	62	65
389	20274	M	65	U		F	11029	7720.3		1544.06		2757.25	62	65
390	16785	M	65	M	15993	F	4580	3206		641.2		1145	62	65
391	27495	F	65	U		M	8234	5763.8		1152.76		2058.5	62	65
392	25225	M	65	U		F	5747	4022.9		804.58		1436.75	62	65
393	1040	M	65	M	249	F	21587	15110.9		3022.18		5396.75	62	65
394	14703	M	65	M	13913	F	11818	8272.6		1654.52		2954.5	62	65
395	25707	F	65	U		M	7586	5310.2		1062.04		1896.5	62	65
396	7342	M	65	M	6550	F	15892	11124.4		2224.88		3973	62	65
397	33350	M	65	U		F	10382	7267.4		1453.48		2595.5	62	65
398	24280	F	65	U		M	8356	5849.2		1169.84		2089	62	65
399	7155	F	65	M	7947	M	8974	6281.8		1256.36		2243.5	62	65
400	15411	F	65	M	16203	M	11496	8047.2		1609.44		2874	62	65
401	5484	F	65	M	6274	M	24597	17217.9		3443.58		6149.25	62	65
402	9716	F	65	M	10508	M	12586	8810.2		1762.04		3146.5	62	65
403	34862	F	65	U		M	2209	1546.3		309.26		552.25	62	65
404	2658	F	65	M	3450	M	12423	8696.1		1739.22		3105.75	62	65
405	21449	M	65	U		F	19109	13376.3		2675.26		4777.25	62	65
406	7382	F	65	M	8173	M	20725	14507.5		2901.5		5181.25	62	65
407	1973	F	65	M	2764	M	21126	14788.2		2957.64		5281.5	62	65
408	34965	M	65	U		F	22730	15911		3182.2		5682.5	62	65
409	33086	M	65	U		F	8156	5709.2		1141.84		2039	62	65
410	19566	F	65	M	20358	M	18833	13183.1		2636.62		4708.25	62	65
411	4762	M	65	M	3970	F	2065	1445.5		289.1		516.25	62	65
412	7619	F	65	M	8410	M	1652	1156.4		231.28		413	62	65
413	24759	M	65	U		F	14530	10171		2034.2		3632.5	62	65
414	28705	M	65	U		F	18516	12961.2		2592.24		4629	62	65
415	15338	F	65	M	16130	M	23131	16191.7		3238.34		5782.75	62	65
416	19598	F	65	M	20389	M	17259	12081.3		2416.26		4314.75	62	65
417	25982	M	65	U		F	22353	15647.1		3129.42		5588.25	62	65
418	4371	F	65	M	5164	M	4080	2856		571.2		1020	62	65
419	14628	F	65	M	15418	M	11130	7791		1558.2		2782.5	62	65
420	1723	F	65	M	2514	M	14057	9839.9		1967.98		3514.25	62	65
421	5142	F	65	M	5932	M	1490	1043		208.6		372.5	62	65
422	12557	M	65	M	11766	F	10806	7564.2		1512.84		2701.5	62	65
423	9884	M	65	M	9093	F	19850	13895		2779		4962.5	62	65
424	10842	F	65	M	11633	M	10917	7641.9		1528.38		2729.25	62	65
425	16288	M	65	M	15496	F	14965	10475.5		2095.1		3741.25	62	65
426	10465	M	65	M	9673	F	23079	16155.3		3231.06		5769.75	62	65
427	16490	M	65	M	15697	F	14405	10083.5		2016.7		3601.25	62	65
428	30661	F	65	U		M	3318	2322.6		464.52		829.5	62	65
429	25255	M	65	U		F	19366	13556.2		2711.24		4841.5	62	65
430	27083	F	65	U		M	9212	6448.4		1289.68		2303	62	65
431	6165	F	65	M	6956	M	18365	12855.5		2571.1		4591.25	62	65
432	6673	F	65	M	7465	M	21249	14874.3		2974.86		5312.25	62	65
433	1656	F	65	M	2448	M	3259	2281.3		456.26		814.75	62	65
434	17783	F	65	M	18574	M	22866	16006.2		3201.24		5716.5	62	65
435	20633	F	65	U		M	5332	3732.4		746.48		1333	62	65
436	9920	F	65	M	10710	M	15048	10533.6		2106.72		3762	62	65
437	9331	F	65	M	10123	M	23237	16265.9		3253.18		5809.25	62	65
438	1761	F	65	M	2552	M	18671	13069.7		2613.94		4667.75	62	65
439	24154	F	65	U		M	17874	12511.8		2502.36		4468.5	62	65
440	27459	F	65	U		M	17549	12284.3		2456.86		4387.25	62	65
441	18814	F	65	M	19607	M	6297	4407.9		881.58		1574.25	62	65
442	18196	F	65	M	18987	M	20824	14576.8		2915.36		5206	62	65
443	10553	M	65	M	9761	F	15816	11071.2		2214.24		3954	62	65
444	12834	M	65	M	12042	F	11400	7980		1596		2850	62	65
445	15765	F	65	M	16555	M	14203	9942.1		1988.42		3550.75	62	65
446	13652	F	65	M	14443	M	9520	6664		1332.8		2380	62	65
447	27324	M	65	U		F	8664	6064.8		1212.96		2166	62	65
448	32965	M	65	U		F	2613	1829.1		365.82		653.25	62	65
449	14886	F	65	M	15677	M	19432	13602.4		2720.48		4858	62	65
450	18646	F	65	M	19436	M	20249	14174.3		2834.86		5062.25	62	65
451	26634	M	65	U		F	20530	14371		2874.2		5132.5	62	65
452	33343	F	65	U		M	18823	13176.1		2635.22		4705.75	62	65
453	6855	M	65	M	6064	F	22619	15833.3		3166.66		5654.75	62	65
454	28044	F	65	U		M	12464	8724.8		1744.96		3116	62	65
455	6990	F	65	M	7780	M	10787	7550.9		1510.18		2696.75	62	65
456	34147	M	65	U		F	10553	7387.1		1477.42		2638.25	62	65
457	15023	M	65	M	14230	F	9974	6981.8		1396.36		2493.5	62	65
458	23309	F	65	U		M	9117	6381.9		1276.38		2279.25	62	65
459	12554	M	65	M	11763	F	1477	1033.9		206.78		369.25	62	65
460	11591	M	65	M	10799	F	6969	4878.3		975.66		1742.25	62	65
461	8306	M	65	M	7514	F	9144	6400.8		1280.16		2286	62	65
462	32370	M	65	U		F	9905	6933.5		1386.7		2476.25	62	65
463	18975	M	65	M	18184	F	18621	13034.7		2606.94		4655.25	62	65
464	23969	M	65	U		F	11666	8166.2		1633.24		2916.5	62	65
465	19731	F	65	U		M	6658	4660.6		932.12		1664.5	62	65
466	11421	M	65	M	10632	F	7147	5002.9		1000.58		1786.75	62	65
467	23901	F	65	U		M	17612	12328.4		2465.68		4403	62	65
468	14714	F	65	M	15505	M	18755	13128.5		2625.7		4688.75	62	65
469	4803	M	65	M	4010	F	8560	5992		1198.4		2140	62	65
470	29689	F	65	U		M	4760	3332		666.4		1190	62	65
471	22155	F	65	U		M	17729	12410.3		2482.06		4432.25	62	65
472	20264	F	65	U		M	19839	13887.3		2777.46		4959.75	62	65
473	23189	F	65	U		M	18035	12624.5		2524.9		4508.75	62	65
474	29146	M	65	U		F	23524	16466.8		3293.36		5881	62	65
475	24280	M	65	U		F	12005	8403.5		1680.7		3001.25	62	65
476	30113	F	65	U		M	8775	6142.5		1228.5		2193.75	62	65
477	23030	F	65	U		M	14296	10007.2		2001.44		3574	62	65
478	6075	M	65	M	5283	F	5580	3906		781.2		1395	62	65
479	31828	M	65	U		F	11479	8035.3		1607.06		2869.75	62	65
480	2851	F	65	M	3643	M	16263	11384.1		2276.82		4065.75	62	65
481	16685	M	65	M	15892	F	10872	7610.4		1522.08		2718	62	65
482	531	M	65	M	-260	F	8013	5609.1		1121.82		2003.25	62	65
483	28426	F	65	U		M	8554	5987.8		1197.56		2138.5	62	65
484	12270	F	65	M	13061	M	2893	2025.1		405.02		723.25	62	65
485	24181	F	65	U		M	21401	14980.7		2996.14		5350.25	62	65
486	16489	M	65	M	15696	F	24411	17087.7		3417.54		6102.75	62	65
487	8827	F	65	M	9618	M	3367	2356.9		471.38		841.75	62	65
488	20461	M	65	U		F	17611	12327.7		2465.54		4402.75	62	65
489	14723	F	65	M	15514	M	24020	16814		3362.8		6005	62	65
490	7616	F	65	M	8407	M	4987	3490.9		698.18		1246.75	62	65
491	2293	M	65	M	1503	F	14549	10184.3		2036.86		3637.25	62	65
492	2476	M	65	M	1685	F	20033	14023.1		2804.62		5008.25	62	65
493	19301	F	65	M	20092	M	10986	7690.2		1538.04		2746.5	62	65
494	11125	M	65	M	10334	F	5363	3754.1		750.82		1340.75	62	65
495	20813	F	65	U		M	18015	12610.5		2522.1		4503.75	62	65
496	31902	F	65	U		M	8267	5786.9		1157.38		2066.75	62	65
497	15105	M	65	M	14313	F	13528	9469.6		1893.92		3382	62	65
498	24222	F	65	U		M	9299	6509.3		1301.86		2324.75	62	65
499	20399	M	65	U		F	21837	15285.9		3057.18		5459.25	62	65
500	27629	F	65	U		M	7358	5150.6		1030.12		1839.5	62	65
501	21724	M	65	U		F	14407	10084.9		2016.98		3601.75	62	65
502	10596	F	65	M	11385	M	21653	15157.1		3031.42		5413.25	62	65
503	7757	M	65	M	6967	F	2491	1743.7		348.74		622.75	62	65
504	5195	M	65	M	4405	F	8912	6238.4		1247.68		2228	62	65
505	2965	M	65	M	2173	F	17374	12161.8		2432.36		4343.5	62	65
506	34175	F	65	U		M	2423	1696.1		339.22		605.75	62	65
507	2185	M	65	M	1393	F	18916	13241.2		2648.24		4729	62	65
508	34773	F	65	U		M	24904	17432.8		3486.56		6226	62	65
509	3566	F	65	M	4357	M	22281	15596.7		3119.34		5570.25	62	65
510	34926	M	65	U		F	11432	8002.4		1600.48		2858	62	65
511	32698	M	65	U		F	13958	9770.6		1954.12		3489.5	62	65
512	29155	M	65	U		F	14718	10302.6		2060.52		3679.5	62	65
513	27566	F	65	U		M	21672	15170.4		3034.08		5418	62	65
514	8851	M	65	M	8061	F	16045	11231.5		2246.3		4011.25	62	65
515	31514	M	65	U		F	7288	5101.6		1020.32		1822	62	65
516	13320	M	65	M	12528	F	22974	16081.8		3216.36		5743.5	62	65
517	24574	F	65	U		M	10927	7648.9		1529.78		2731.75	62	65
518	8468	M	65	M	7679	F	4565	3195.5		639.1		1141.25	62	65
519	8990	F	65	M	9781	M	994	695.8		139.16		248.5	62	65
520	5617	F	65	M	6409	M	19427	13598.9		2719.78		4856.75	62	65
521	32757	F	65	U		M	15407	10784.9		2156.98		3851.75	62	65
522	23709	M	65	U		F	6961	4872.7		974.54		1740.25	62	65
523	31465	F	65	U		M	19730	13811		2762.2		4932.5	62	65
524	28596	M	65	U		F	20233	14163.1		2832.62		5058.25	62	65
525	32864	M	65	U		F	23683	16578.1		3315.62		5920.75	62	65
526	10538	M	65	M	9746	F	13245	9271.5		1854.3		3311.25	62	65
527	16620	F	65	M	17412	M	12031	8421.7		1684.34		3007.75	62	65
528	23996	M	65	U		F	12610	8827		1765.4		3152.5	62	65
529	34886	F	65	U		M	22693	15885.1		3177.02		5673.25	62	65
530	6424	F	65	M	7215	M	22540	15778		3155.6		5635	62	65
531	4428	F	65	M	5218	M	23206	16244.2		3248.84		5801.5	62	65
532	26956	M	65	U		F	23898	16728.6		3345.72		5974.5	62	65
533	28127	M	65	U		F	1153	807.1		161.42		288.25	62	65
534	25924	F	65	U		M	10810	7567		1513.4		2702.5	62	65
535	8756	M	65	M	7965	F	17396	12177.2		2435.44		4349	62	65
536	30262	M	65	U		F	6810	4767		953.4		1702.5	62	65
537	4272	M	65	M	3480	F	942	659.4		131.88		235.5	62	65
538	9760	M	65	M	8968	F	14666	10266.2		2053.24		3666.5	62	65
539	18289	M	65	M	17497	F	7760	5432		1086.4		1940	62	65
540	14008	M	65	M	13217	F	14287	10000.9		2000.18		3571.75	62	65
541	1606	F	65	M	2397	M	1979	1385.3		277.06		494.75	62	65
542	14589	M	65	M	13798	F	13509	9456.3		1891.26		3377.25	62	65
543	29222	F	65	U		M	7325	5127.5		1025.5		1831.25	62	65
544	27775	M	65	U		F	18656	13059.2		2611.84		4664	62	65
545	9370	M	65	M	8578	F	19792	13854.4		2770.88		4948	62	65
546	31948	F	65	U		M	14176	9923.2		1984.64		3544	62	65
547	7451	F	65	M	8242	M	11070	7749		1549.8		2767.5	62	65
548	18215	F	65	M	19006	M	10222	7155.4		1431.08		2555.5	62	65
549	32102	F	65	U		M	20866	14606.2		2921.24		5216.5	62	65
550	3229	M	65	M	2437	F	19474	13631.8		2726.36		4868.5	62	65
551	3327	F	65	M	4116	M	20917	14641.9		2928.38		5229.25	62	65
552	33291	M	65	U		F	6492	4544.4		908.88		1623	62	65
553	3392	F	65	M	4183	M	4658	3260.6		652.12		1164.5	62	65
554	27429	F	65	U		M	14850	10395		2079		3712.5	62	65
555	77	M	65	M	-712	F	19936	13955.2		2791.04		4984	62	65
556	100	F	65	M	891	M	16189	11332.3		2266.46		4047.25	62	65
557	19638	M	65	M	18846	F	8025	5617.5		1123.5		2006.25	62	65
558	20539	F	65	U		M	9943	6960.1		1392.02		2485.75	62	65
559	18884	M	65	M	18092	F	4317	3021.9		604.38		1079.25	62	65
560	16539	F	65	M	17330	M	21850	15295		3059		5462.5	62	65
561	20346	M	65	U		F	3555	2488.5		497.7		888.75	62	65
562	32670	F	65	U		M	12956	9069.2		1813.84		3239	62	65
563	7571	M	65	M	6778	F	20726	14508.2		2901.64		5181.5	62	65
564	4652	M	65	M	3859	F	3510	2457		491.4		877.5	62	65
565	29899	F	65	U		M	15708	10995.6		2199.12		3927	62	65
566	27142	F	65	U		M	13370	9359		1871.8		3342.5	62	65
567	9768	M	65	M	8976	F	4046	2832.2		566.44		1011.5	62	65
568	9612	M	65	M	8822	F	19785	13849.5		2769.9		4946.25	62	65
569	23813	M	65	U		F	5565	3895.5		779.1		1391.25	62	65
570	11270	M	65	M	10479	F	13029	9120.3		1824.06		3257.25	62	65
571	25661	M	65	U		F	3359	2351.3		470.26		839.75	62	65
572	1907	F	65	M	2698	M	4470	3129		625.8		1117.5	62	65
573	6081	F	65	M	6872	M	6551	4585.7		917.14		1637.75	62	65
574	12227	M	65	M	11435	F	18043	12630.1		2526.02		4510.75	62	65
575	5033	F	65	M	5824	M	1887	1320.9		264.18		471.75	62	65
576	34803	F	65	U		M	6577	4603.9		920.78		1644.25	62	65
577	13333	M	65	M	12541	F	10613	7429.1		1485.82		2653.25	62	65
578	12847	M	65	M	12058	F	12120	8484		1696.8		3030	62	65
579	13265	F	65	M	14056	M	6382	4467.4		893.48		1595.5	62	65
580	296	M	65	M	-495	F	15373	10761.1		2152.22		3843.25	62	65
581	4028	F	65	M	4818	M	21181	14826.7		2965.34		5295.25	62	65
582	8344	F	65	M	9136	M	17241	12068.7		2413.74		4310.25	62	65
583	24332	M	65	U		F	23758	16630.6		3326.12		5939.5	62	65
584	17609	M	65	M	16819	F	5251	3675.7		735.14		1312.75	62	65
585	34153	F	65	U		M	21223	14856.1		2971.22		5305.75	62	65
586	32643	M	65	U		F	9558	6690.6		1338.12		2389.5	62	65
587	17062	M	65	M	16270	F	20767	14536.9		2907.38		5191.75	62	65
588	29470	M	65	U		F	7717	5401.9		1080.38		1929.25	62	65
589	2655	F	65	M	3447	M	4720	3304		660.8		1180	62	65
590	24908	M	65	U		F	17171	12019.7		2403.94		4292.75	62	65
591	21686	M	65	U		F	17435	12204.5		2440.9		4358.75	62	65
592	20153	M	65	U		F	22779	15945.3		3189.06		5694.75	62	65
593	12098	M	65	M	11305	F	11439	8007.3		1601.46		2859.75	62	65
594	7940	F	65	M	8731	M	587	410.9		82.18		146.75	62	65
595	20368	F	65	U		M	2198	1538.6		307.72		549.5	62	65
596	15401	M	65	M	14611	F	6042	4229.4		845.88		1510.5	62	65
597	25625	F	65	U		M	3554	2487.8		497.56		888.5	62	65
598	29123	M	65	U		F	3700	2590		518		925	62	65
599	26497	F	65	U		M	17743	12420.1		2484.02		4435.75	62	65
600	14511	M	65	M	13719	F	11332	7932.4		1586.48		2833	62	65
601	15189	F	65	M	15980	M	4618	3232.6		646.52		1154.5	62	65
602	29569	F	65	U		M	8409	5886.3		1177.26		2102.25	62	65
603	27015	F	65	U		M	15513	10859.1		2171.82		3878.25	62	65
604	11084	F	65	M	11876	M	3944	2760.8		552.16		986	62	65
605	8188	M	65	M	7397	F	4643	3250.1		650.02		1160.75	62	65
606	20055	F	65	U		M	5918	4142.6		828.52		1479.5	62	65
607	27282	M	65	U		F	8439	5907.3		1181.46		2109.75	62	65
608	16726	F	65	M	17517	M	11149	7804.3		1560.86		2787.25	62	65
609	19254	F	65	M	20045	M	22917	16041.9		3208.38		5729.25	62	65
610	294	M	65	M	-497	F	9412	6588.4		1317.68		2353	62	65
611	33348	M	65	U		F	20349	14244.3		2848.86		5087.25	62	65
612	30054	M	65	U		F	13642	9549.4		1909.88		3410.5	62	65
613	11910	M	65	M	11118	F	18900	13230		2646		4725	62	65
614	28218	M	65	U		F	3024	2116.8		423.36		756	62	65
615	15757	M	65	M	14965	F	12031	8421.7		1684.34		3007.75	62	65
616	23278	M	65	U		F	15464	10824.8		2164.96		3866	62	65
617	2776	F	65	M	3568	M	6502	4551.4		910.28		1625.5	62	65
618	18892	F	65	M	19684	M	11073	7751.1		1550.22		2768.25	62	65
619	8037	F	65	M	8827	M	2403	1682.1		336.42		600.75	62	65
620	2870	M	65	M	2079	F	17776	12443.2		2488.64		4444	62	65
621	22001	F	65	U		M	8008	5605.6		1121.12		2002	62	65
622	17816	F	65	M	18607	M	4093	2865.1		573.02		1023.25	62	65
623	26983	M	65	U		F	16930	11851		2370.2		4232.5	62	65
624	5473	F	65	M	6266	M	3329	2330.3		466.06		832.25	62	65
625	25733	F	65	U		M	15477	10833.9		2166.78		3869.25	62	65
626	203	M	65	M	-588	F	10338	7236.6		1447.32		2584.5	62	65
627	12377	F	65	M	13168	M	18000	12600		2520		4500	62	65
628	2821	M	65	M	2029	F	4646	3252.2		650.44		1161.5	62	65
629	890	M	65	M	99	F	3879	2715.3		543.06		969.75	62	65
630	12734	M	65	M	11943	F	9754	6827.8		1365.56		2438.5	62	65
631	28360	M	65	U		F	7316	5121.2		1024.24		1829	62	65
632	12065	M	65	M	11273	F	11959	8371.3		1674.26		2989.75	62	65
633	18802	F	65	M	19594	M	19086	13360.2		2672.04		4771.5	62	65
634	25495	F	65	U		M	17533	12273.1		2454.62		4383.25	62	65
635	21105	M	65	U		F	15127	10588.9		2117.78		3781.75	62	65
636	25123	M	65	U		F	19040	13328		2665.6		4760	62	65
637	6894	M	65	M	6103	F	3990	2793		558.6		997.5	62	65
638	17759	M	65	M	16967	F	18906	13234.2		2646.84		4726.5	62	65
639	3017	F	65	M	3808	M	8045	5631.5		1126.3		2011.25	62	65
640	27074	M	65	U		F	10586	7410.2		1482.04		2646.5	62	65
641	16497	M	65	M	15707	F	10911	7637.7		1527.54		2727.75	62	65
642	8881	F	65	M	9672	M	19930	13951		2790.2		4982.5	62	65
643	228	F	65	M	1019	M	6119	4283.3		856.66		1529.75	62	65
644	15520	F	65	M	16312	M	22540	15778		3155.6		5635	62	65
645	25777	M	65	U		F	10734	7513.8		1502.76		2683.5	62	65
646	3170	F	65	M	3961	M	20445	14311.5		2862.3		5111.25	62	65
647	31660	M	65	U		F	7825	5477.5		1095.5		1956.25	62	65
648	1177	F	65	M	1969	M	23087	16160.9		3232.18		5771.75	62	65
649	4446	F	65	M	5237	M	7123	4986.1		997.22		1780.75	62	65
650	7870	F	65	M	8662	M	23403	16382.1		3276.42		5850.75	62	65
651	18868	F	65	M	19660	M	11446	8012.2		1602.44		2861.5	62	65
652	6628	M	65	M	5835	F	8060	5642		1128.4		2015	62	65
653	10241	M	65	M	9450	F	10144	7100.8		1420.16		2536	62	65
654	31332	F	65	U		M	6579	4605.3		921.06		1644.75	62	65
655	28225	M	65	U		F	10744	7520.8		1504.16		2686	62	65
656	3037	F	65	M	3828	M	4173	2921.1		584.22		1043.25	62	65
657	19716	M	65	M	18924	F	11228	7859.6		1571.92		2807	62	65
658	35060	M	65	U		F	1466	1026.2		205.24		366.5	62	65
659	16565	M	65	M	15773	F	6301	4410.7		882.14		1575.25	62	65
660	17690	F	65	M	18481	M	17978	12584.6		2516.92		4494.5	62	65
661	10297	M	65	M	9507	F	2752	1926.4		385.28		688	62	65
662	14337	M	65	M	13548	F	11611	8127.7		1625.54		2902.75	62	65
663	31174	M	65	U		F	3538	2476.6		495.32		884.5	62	65
664	6749	F	65	M	7541	M	17486	12240.2		2448.04		4371.5	62	65
665	3471	M	65	M	2679	F	21759	15231.3		3046.26		5439.75	62	65
666	33045	M	65	U		F	2972	2080.4		416.08		743	62	65
667	29660	M	65	U		F	11580	8106		1621.2		2895	62	65
